url,source_file,collection,page_type,intent_type,primary_topic,brand,series,model,condition,district,parent_url,current_http_behavior,canonical_target,self_canonical,indexable,in_sitemap,internal_inlinks,redirect_target,gsc_present,gsc_clicks,gsc_impressions,gsc_ctr,gsc_position,ownership_status,confidence,notes
/,src/pages/index.astro,static,home,commercial_local,รับซื้อสินค้าไอที อุบลราชธานี,,,,,,,GENERATED_CANONICAL_ROUTE,/,EXPECTED_FROM_ROUTE_SOURCE,SOURCE_EXPECTED_TRUE,EXPECTED_TRUE_BUILD_NOT_FRESHLY_VERIFIED,1197485,,True,82.0,1120.0,0.0732142857142857,6.61,PROTECT_WINNER,HIGH,Source-derived current route; fresh Astro build unavailable in this environment.
/คำถามที่พบบ่อย/,src/pages/คำถามที่พบบ่อย.astro,static,utility,utility,คำถามที่พบบ่อย,,,,,,,GENERATED_CANONICAL_ROUTE,/คำถามที่พบบ่อย/,EXPECTED_FROM_ROUTE_SOURCE,SOURCE_EXPECTED_TRUE,EXPECTED_TRUE_BUILD_NOT_FRESHLY_VERIFIED,2,,True,0.0,17.0,0.0,14.12,KEEP_SUPPORT,MEDIUM,Source-derived current route; fresh Astro build unavailable in this environment.
/ตัวอย่างเคสประเมิน/,src/pages/ตัวอย่างเคสประเมิน/index.astro,static,hub,proof_hub,ตัวอย่างเคสประเมิน,,,,,,,GENERATED_CANONICAL_ROUTE,/ตัวอย่างเคสประเมิน/,EXPECTED_FROM_ROUTE_SOURCE,SOURCE_EXPECTED_TRUE,EXPECTED_TRUE_BUILD_NOT_FRESHLY_VERIFIED,113,,True,0.0,1.0,0.0,3.0,KEEP_SUPPORT,MEDIUM,Source-derived current route; fresh Astro build unavailable in this environment.
/ตัวอย่างเคสประเมิน/case-fujifilm-canon-creator-camera/,src/content/examples/fujifilm-canon-creator-camera-example.md,examples,example,proof_support,ตัวอย่างเคสประเมินราคากล้อง Fujifilm หรือ Canon จากครีเอเตอร์,,,,,,/ตัวอย่างเคสประเมิน/,GENERATED_CANONICAL_ROUTE,/ตัวอย่างเคสประเมิน/case-fujifilm-canon-creator-camera/,EXPECTED_FROM_ROUTE_SOURCE,SOURCE_EXPECTED_TRUE,EXPECTED_TRUE_BUILD_NOT_FRESHLY_VERIFIED,2,,False,0.0,0.0,0.0,,KEEP_SUPPORT,MEDIUM,Source-derived current route; fresh Astro build unavailable in this environment.
/ตัวอย่างเคสประเมิน/case-gaming-cafe-pc-gpu-monitor/,src/content/examples/gaming-cafe-pc-gpu-monitor-example.md,examples,example,proof_support,ตัวอย่างเคสประเมินราคาคอมร้านเกม การ์ดจอ และจอเกมมิ่ง,,,,,,/ตัวอย่างเคสประเมิน/,GENERATED_CANONICAL_ROUTE,/ตัวอย่างเคสประเมิน/case-gaming-cafe-pc-gpu-monitor/,EXPECTED_FROM_ROUTE_SOURCE,SOURCE_EXPECTED_TRUE,EXPECTED_TRUE_BUILD_NOT_FRESHLY_VERIFIED,6,,False,0.0,0.0,0.0,,KEEP_SUPPORT,MEDIUM,Source-derived current route; fresh Astro build unavailable in this environment.
/ตัวอย่างเคสประเมิน/case-gaming-notebook-det-udom/,src/content/examples/gaming-notebook-det-udom-example.md,examples,example,proof_support,ตัวอย่างเคสประเมินราคาโน้ตบุ๊กเกมมิ่งที่เดชอุดม,,,,,,/ตัวอย่างเคสประเมิน/,GENERATED_CANONICAL_ROUTE,/ตัวอย่างเคสประเมิน/case-gaming-notebook-det-udom/,EXPECTED_FROM_ROUTE_SOURCE,SOURCE_EXPECTED_TRUE,EXPECTED_TRUE_BUILD_NOT_FRESHLY_VERIFIED,0,,False,0.0,0.0,0.0,,KEEP_SUPPORT,MEDIUM,Source-derived current route; fresh Astro build unavailable in this environment.
/ตัวอย่างเคสประเมิน/case-ipad-gen-10-apple-pencil-student/,src/content/examples/ipad-gen-10-apple-pencil-student-example.md,examples,example,proof_support,ตัวอย่างเคสประเมินราคา iPad Gen 10 พร้อม Apple Pencil จากนักศึกษา,,,,,,/ตัวอย่างเคสประเมิน/,GENERATED_CANONICAL_ROUTE,/ตัวอย่างเคสประเมิน/case-ipad-gen-10-apple-pencil-student/,EXPECTED_FROM_ROUTE_SOURCE,SOURCE_EXPECTED_TRUE,EXPECTED_TRUE_BUILD_NOT_FRESHLY_VERIFIED,4,,False,0.0,0.0,0.0,,KEEP_SUPPORT,MEDIUM,Source-derived current route; fresh Astro build unavailable in this environment.
/ตัวอย่างเคสประเมิน/case-ipad-pro-ubon-university/,src/content/examples/ipad-pro-ubon-university-example.md,examples,example,proof_support,ตัวอย่างเคสประเมินราคา iPad Pro แถว ม.อุบล วารินชำราบ,,,,,,/ตัวอย่างเคสประเมิน/,GENERATED_CANONICAL_ROUTE,/ตัวอย่างเคสประเมิน/case-ipad-pro-ubon-university/,EXPECTED_FROM_ROUTE_SOURCE,SOURCE_EXPECTED_TRUE,EXPECTED_TRUE_BUILD_NOT_FRESHLY_VERIFIED,10,,True,0.0,3.0,0.0,18.0,KEEP_SUPPORT,MEDIUM,Source-derived current route; fresh Astro build unavailable in this environment.
/ตัวอย่างเคสประเมิน/case-iphone-15-pro-max-mueang-ubon/,src/content/examples/iphone-15-pro-max-mueang-ubon-example.md,examples,example,proof_support,ตัวอย่างเคสประเมินราคา iPhone 15 Pro Max ที่เมืองอุบลราชธานี,,,,,,/ตัวอย่างเคสประเมิน/,GENERATED_CANONICAL_ROUTE,/ตัวอย่างเคสประเมิน/case-iphone-15-pro-max-mueang-ubon/,EXPECTED_FROM_ROUTE_SOURCE,SOURCE_EXPECTED_TRUE,EXPECTED_TRUE_BUILD_NOT_FRESHLY_VERIFIED,6,,False,0.0,0.0,0.0,,KEEP_SUPPORT,MEDIUM,Source-derived current route; fresh Astro build unavailable in this environment.
/ตัวอย่างเคสประเมิน/case-macbook-air-m1-warin-chamrap/,src/content/examples/macbook-air-m1-warin-example.md,examples,example,proof_support,ตัวอย่างเคสประเมินราคา MacBook Air M1 ที่วารินชำราบ,,,,,,/ตัวอย่างเคสประเมิน/,GENERATED_CANONICAL_ROUTE,/ตัวอย่างเคสประเมิน/case-macbook-air-m1-warin-chamrap/,EXPECTED_FROM_ROUTE_SOURCE,SOURCE_EXPECTED_TRUE,EXPECTED_TRUE_BUILD_NOT_FRESHLY_VERIFIED,0,,False,0.0,0.0,0.0,,KEEP_SUPPORT,MEDIUM,Source-derived current route; fresh Astro build unavailable in this environment.
/ตัวอย่างเคสประเมิน/case-macbook-air-m2-ubon-university/,src/content/examples/macbook-air-m2-ubon-university-example.md,examples,example,proof_support,ตัวอย่างเคสประเมินราคา MacBook Air M2 แถว ม.อุบล,,,,,,/ตัวอย่างเคสประเมิน/,GENERATED_CANONICAL_ROUTE,/ตัวอย่างเคสประเมิน/case-macbook-air-m2-ubon-university/,EXPECTED_FROM_ROUTE_SOURCE,SOURCE_EXPECTED_TRUE,EXPECTED_TRUE_BUILD_NOT_FRESHLY_VERIFIED,8,,False,0.0,0.0,0.0,,KEEP_SUPPORT,MEDIUM,Source-derived current route; fresh Astro build unavailable in this environment.
/ตัวอย่างเคสประเมิน/case-notebook-lot-company-warin/,src/content/examples/notebook-lot-company-warin-example.md,examples,example,proof_support,ตัวอย่างเคสประเมินราคาโน้ตบุ๊กยกล็อตจากบริษัทในวารินชำราบ,,,,,,/ตัวอย่างเคสประเมิน/,GENERATED_CANONICAL_ROUTE,/ตัวอย่างเคสประเมิน/case-notebook-lot-company-warin/,EXPECTED_FROM_ROUTE_SOURCE,SOURCE_EXPECTED_TRUE,EXPECTED_TRUE_BUILD_NOT_FRESHLY_VERIFIED,6,,False,0.0,0.0,0.0,,KEEP_SUPPORT,MEDIUM,Source-derived current route; fresh Astro build unavailable in this environment.
/ตัวอย่างเคสประเมิน/case-office-computer-8-units-khueang-nai/,src/content/examples/b2b-computer-lot-khueang-nai-example.md,examples,example,proof_support,ตัวอย่างเคสประเมินราคาคอมบริษัท 8 เครื่องที่เขื่องใน,,,,,,/ตัวอย่างเคสประเมิน/,GENERATED_CANONICAL_ROUTE,/ตัวอย่างเคสประเมิน/case-office-computer-8-units-khueang-nai/,EXPECTED_FROM_ROUTE_SOURCE,SOURCE_EXPECTED_TRUE,EXPECTED_TRUE_BUILD_NOT_FRESHLY_VERIFIED,0,,False,0.0,0.0,0.0,,KEEP_SUPPORT,MEDIUM,Source-derived current route; fresh Astro build unavailable in this environment.
/ตัวอย่างเคสประเมิน/case-office-computer-lot-mueang-ubon/,src/content/examples/office-computer-lot-mueang-ubon-example.md,examples,example,proof_support,ตัวอย่างเคสประเมินราคาคอมสำนักงานหลายเครื่องในเมืองอุบล,,,,,,/ตัวอย่างเคสประเมิน/,GENERATED_CANONICAL_ROUTE,/ตัวอย่างเคสประเมิน/case-office-computer-lot-mueang-ubon/,EXPECTED_FROM_ROUTE_SOURCE,SOURCE_EXPECTED_TRUE,EXPECTED_TRUE_BUILD_NOT_FRESHLY_VERIFIED,8,,False,0.0,0.0,0.0,,KEEP_SUPPORT,MEDIUM,Source-derived current route; fresh Astro build unavailable in this environment.
/ตัวอย่างเคสประเมิน/case-oppo-vivo-upgrade-phone/,src/content/examples/oppo-vivo-upgrade-phone-example.md,examples,example,proof_support,ตัวอย่างเคสประเมินราคา OPPO และ vivo มือสองจากลูกค้าเปลี่ยนเครื่อง,,,,,,/ตัวอย่างเคสประเมิน/,GENERATED_CANONICAL_ROUTE,/ตัวอย่างเคสประเมิน/case-oppo-vivo-upgrade-phone/,EXPECTED_FROM_ROUTE_SOURCE,SOURCE_EXPECTED_TRUE,EXPECTED_TRUE_BUILD_NOT_FRESHLY_VERIFIED,2,,False,0.0,0.0,0.0,,KEEP_SUPPORT,MEDIUM,Source-derived current route; fresh Astro build unavailable in this environment.
/ตัวอย่างเคสประเมิน/case-ps5-rog-ally-secondhand-ubon/,src/content/examples/ps5-rog-ally-secondhand-ubon-example.md,examples,example,proof_support,ตัวอย่างเคสประเมินราคา PS5 หรือ ROG Ally มือสองในอุบล,,,,,,/ตัวอย่างเคสประเมิน/,GENERATED_CANONICAL_ROUTE,/ตัวอย่างเคสประเมิน/case-ps5-rog-ally-secondhand-ubon/,EXPECTED_FROM_ROUTE_SOURCE,SOURCE_EXPECTED_TRUE,EXPECTED_TRUE_BUILD_NOT_FRESHLY_VERIFIED,4,,False,0.0,0.0,0.0,,KEEP_SUPPORT,MEDIUM,Source-derived current route; fresh Astro build unavailable in this environment.
